Stock,MAE,MAPE,MSE,RMSE,R2
AAPL,2.698630294,1.902592627,11.8269412,3.439032016,0.992270153
MSFT,4.823339508800972,1.7571991478978373,37.96158074556068,6.161297001895029,0.99357918221517
GOOGL,2.3268248705359977,2.0352112340081647,9.043766467486092,3.00728556467225,0.9906076634897684
NVDA,1.1129529088493284,3.325914375787225,4.473448941797701,2.115052940660753,0.9962546557452828
META,7.322120511434913,2.7062214534926117,96.8324548595756,9.840348309870723,0.9924604239234318
