Stock,MAE,MAPE,MSE,RMSE,R2
AAPL,9.038161997892418,4.814390878562366,142.89925357853463,11.95404758140667,-0.3484561557877024
MSFT,13.131608301279496,3.694974430579169,458.3813517546205,21.409842403778235,0.3540650683577826
GOOGL,2.1897805661571264,1.7784199665742542,8.039431160229745,2.83538906681777,0.9352546601912332
NVDA,11.903283557113337,26.51953363094416,188.22012594238515,13.719334019637584,-2.27952764103556
META,6.069159605065169,2.0893971465972543,71.20265518002596,8.438166576930438,0.9569707851659794
