Stock,MAE,MAPE,MSE,RMSE,R2
AAPL,2.3522529351083854,1.8787065833439267,10.20445217956139,3.1944408242384754,0.9899371600762968
MSFT,3.9692108756617497,1.690838530285704,26.820454222019947,5.178846804262504,0.9895171170245298
GOOGL,1.7183517405861302,1.733199115518658,5.0980490626106505,2.25788597201246,0.9933327169873832
NVDA,0.4535986153702986,2.8480377357322304,0.3790057501710075,0.6156344290006915,0.991863209989056
META,5.354473013626902,2.286346317505035,56.87702867818007,7.5416860633534775,0.9893293238048114
